SMILES,MTase IC50 (micromolar),Delta Tm - SAH/nsp14 (degrees Celsius),Cell EC50 (micromolar)
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccnc2-n2cccn2)n1C,0.386,4.2,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)cccc2N2CCCC2)n1C,0.000246,13.05,0.6
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccc3ncccc23)n1C,0.00225,9.6,2.4
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccnc2N2CC(C(=O)O)C2)n1C,0.000661,10.85,>5
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cncnc2N2CCC(F)C2)n1CCO,0.0201,8.1,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccnc2C2CCNC2)n1C,17.75,1.3,
Cc1c(S(=O)(=O)N2CCn3ncc(Cl)c3C2)cc(C(=O)NCc2cccnc2N2CCC(O)C2)n1C,0.135,4.85,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccnc2N2CCC(C(=O)O)C2)n1C,0.00313,11.45,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccnc2N2CCC(C)(C(=O)O)C2)n1C,0.00235,11.9,
Cc1c(S(=O)(=O)N2CCn3ncc(C#N)c3C2)cc(C(=O)NCc2cccnc2N2CCC(F)(F)C2)n1C,25,0.25,
Cc1c(S(=O)(=O)N2CCn3ncc(C#N)c3C2)cc(C(=O)NCc2cccnc2N2CCC(O)C2)n1C,4.6,0.3,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccnc2N2CC(C#N)C2)n1C,0.0441,6.75,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccn3ccnc23)n1C,0.947,2.95,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccnc2N(C)C2CCCCC2)n1C,0.0914,5.95,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccnc2C2CCN(C)C2)n1C,12.18,2,
Cc1c(S(=O)(=O)N2CCn3nc(C4CC4)cc3C2)cc(C(=O)NCc2cccnc2N2CCC(O)C2)n1C,8.2,1.1,
Cc1c(S(=O)(=O)N2Cc3ccnn3C(C)C2)cc(C(=O)NCc2cccnc2N2CCC(O)C2)n1C,0.0063,9.85,
Cc1c(S(=O)(=O)N2CCn3ncc(S(C)(=O)=O)c3C2)cc(C(=O)NCc2cccnc2N2CCC(O)C2)n1C,1.85,0.9,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccc3c2OCCCO3)n1C,0.0331,6.6,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccn3ncnc23)n1C,0.222,4.1,
Cc1c(S(=O)(=O)N2CCn3cncc3C2)cc(C(=O)NCc2cccc3ccncc23)n1C,0.00462,10.4,
"Cc1c(S(=O)(=O)N2CCn3cncc3C2)cc(C(=O)NCc2cccnc2N2C[C@@H](O)[C@H](F)C2)n1C |a:29,31|",0.00849,9.2,
Cc1c(S(=O)(=O)N2CCn3cncc3C2)cc(C(=O)NCc2cccnc2N2CCCC2)n1CCO,0.00347,9.4,
Cc1c(S(=O)(=O)N2CCn3cncc3C2)cc(C(=O)NCc2c(F)ccc3occc23)n1C,0.000634,12.45,0.5
Cc1c(S(=O)(=O)N2CCn3cncc3C2)cc(C(=O)NCc2cccc3cccnc23)n1C,0.0151,7.85,
Cc1c(S(=O)(=O)N2CCn3nc(C(F)(F)F)cc3C2)cc(C(=O)NCc2cccnc2N2CCC(O)C2)n1C,25,0.75,
Cc1c(S(=O)(=O)N2CCn3nc(C(F)(F)F)cc3C2)cc(C(=O)NCc2cccnc2N2CCC(F)(F)C2)n1C,14.65,0.25,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccc3c2OCCO3)n1C,0.0145,7.85,
Cc1c(S(=O)(=O)N2CCn3cncc3C2)cc(C(=O)NCc2cccc3cnn(C)c23)n1C,0.000965,11.95,1.5
Cc1c(S(=O)(=O)N2CCn3cncc3C2)cc(C(=O)NCc2cccc3cnccc23)n1C,0.00249,10.1,
Cc1c(S(=O)(=O)N2CCn3cncc3C2)cc(C(=O)NCc2cccnc2N2CCC(N(C)C)C2)n1C,0.0164,6.85,
"Cc1c(S(=O)(=O)N2CCn3cncc3C2)cc(C(=O)NCc2cccnc2N2C[C@H](O)[C@H](F)C2)n1C |a:29,31|",0.00345,9.95,
Cc1c(S(=O)(=O)N2CCn3c(cnc3C)C2)cc(C(=O)NCc2cccnc2N2CCC(O)C2)n1C,0.101,4.35,
Cc1c(S(=O)(=O)N2CCn3cncc3C2)cc(C(=O)NCc2cccnc2N2CCC(F)(F)C2)n1CCO,0.00418,9.25,
Cc1c(S(=O)(=O)N2CCn3cncc3C2)cc(C(=O)NCc2c(F)ccc3c2CCO3)n1C,0.000534,13.75,0.42
Cc1c(S(=O)(=O)N2CCn3cncc3C2)cc(C(=O)NCc2cncnc2N2CCCC2)n1C,0.000467,13.2,
Cc1c(S(=O)(=O)N2CCn3cncc3C2)cc(C(=O)NCc2cccnc2N2CC(O)C(F)(F)C2)n1CCO,0.00618,8.7,
Cc1c(S(=O)(=O)N2CCc3c(cnn3C)C2)cc(C(=O)NCc2cccnc2N2CCCC2)n1C,0.0168,8.12,4.6
Cc1c(S(=O)(=O)N2CCc3n[nH]cc3C2)cc(C(=O)NCc2cccnc2N2CCCC2)n1C,0.000198,16.13,0.086
Cc1c(S(=O)(=O)N2CCn3cccc3C2)cc(C(=O)NCc2c(F)cccc2N2CCCC2)n1C,0.000289,14.32,0.31
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)cccc2N2CCC2)n1C,0.000185,13.05,0.54
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCC2CN(c3cc(C#N)ccn3)C2)n1C,0.254,5.6,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2ccc(-c3nnn[nH]3)cc2)n1C,0.0163,7.4,
"Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)N[C@H]2Cc3ccccc3[C@H]2O)n1C |a:20,28|",0.151,6,
"Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)N[C@@H]2Cc3ccccc3[C@@H]2O)n1C |a:20,28|",6.25,3.5,
"Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)N[C@H]2Cc3ccccc3[C@@H]2O)n1C |a:20,28|",0.00488,9,5.6
"Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)N[C@@H]2Cc3ccccc3[C@H]2O)n1C |a:20,28|",4.93,3.2,
Cc1c(S(=O)(=O)N2CCc3nn(C)cc3C2)cc(C(=O)NCc2cccnc2N2CCCC2)n1C,0.16,4.55,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccc3[nH]c(=O)oc23)n1C,0.0284,7.4,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)cccc2N2CCC(F)C2)n1C,0.00158,12.4,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)cccc2N2CCC(O)C2)n1C,0.0019,12.4,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCC2CN(c3ccccn3)C2)n1C,1.98,3.6,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)cccc2N2CC(F)(F)C2)n1C,0.00117,9,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)cccc2N2CC(F)C2)n1C,0.00123,14.35,0.506
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)ccnc2N2CCC(F)C2)n1C,0.00164,13.1,
Cc1c(S(=O)(=O)N2CCc3c(cnn3C)C2)cc(C(=O)NCc2c(F)cccc2N2CCCC2)n1C,0.00357,10.7,
Cc1c(S(=O)(=O)N2CCc3nn(C)cc3C2)cc(C(=O)NCc2c(F)cccc2N2CCCC2)n1C,0.0178,7.5,
Cc1c(S(=O)(=O)N2CCn3cncc3C2)cc(C(=O)NCc2cccnc2N2CCC(F)C2)n1C,0.0055,10.2,
Cc1c(S(=O)(=O)N2CCn3nc(C#N)cc3C2)cc(C(=O)NCc2cccnc2N2CCC(O)C2)n1C,6.25,2.4,
Cc1c(S(=O)(=O)N2CCc3c[nH]nc3C2)cc(C(=O)NCc2cccnc2N2CCCC2)n1C,0.0125,8.7,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)ccnc2N2CC(F)C2)n1C,0.00161,12.8,0.447
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)cccc2N2CC(F)C(F)C2)n1C,0.00154,12.5,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccc3c2OCO3)n1C,0.041,7.9,
Cc1c(S(=O)(=O)N2CCn3cncc3C2)cc(C(=O)NCc2c(F)cccc2N2CCCC2)n1C,0.000858,14.5,0.122
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)cccc2N2CCCC2=O)n1C,0.0135,9.2,
Cc1c(S(=O)(=O)N2CCn3c(cnc3C3CCCCC3)C2)cc(C(=O)NCc2cccnc2N2CCC(O)C2)n1C,6.25,0.3,
Cc1c(S(=O)(=O)N2CCn3nc(C#N)cc3C2)cc(C(=O)NCc2cccnc2N2CCC(F)(F)C2)n1C,6.25,2.1,
Cc1c(S(=O)(=O)N2CCn3c(cnc3C(F)(F)F)C2)cc(C(=O)NCc2cccnc2N2CCC(O)C2)n1C,6.25,4.3,
Cc1c(S(=O)(=O)N2CCn3c(cnc3-c3ccccc3)C2)cc(C(=O)NCc2cccnc2N2CCC(O)C2)n1C,6.25,1.3,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccnc2N2CCC(c3nnn[nH]3)C2)n1C,0.000262,13.2,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccc3nncn23)n1C,6.25,4,
Cc1c(S(=O)(=O)N2CCn3cncc3C2)cc(C(=O)NCc2c(F)ccnc2N2CCCC2)n1C,0.00023,15.05,0.045
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)cccc2N2CCOC2=O)n1C,6.25,-0.7,
CCCC(NC(=O)c1cc(S(=O)(=O)N2CCn3nccc3C2)c(C)n1C)c1cccc2c1OCO2,1.51,4.6,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)N2CCOc3cccc(C(=O)O)c3C2)n1C,6.25,-0.2,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)N2CCOc3ccccc3C2)n1C,6.25,-0.2,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)ccnc2N2CC(F)(F)C2)n1C,0.000934,11.6,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)cccc2N2CCC(F)(F)C2)n1C,0.000838,11.4,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccc3nccn23)n1C,0.0682,6.2,
Cc1c(S(=O)(=O)N2CCn3c(cnc3C3CC3)C2)cc(C(=O)NCc2cccnc2N2CCC(O)C2)n1C,6.25,0.3,
Cc1c(S(=O)(=O)N2Cc3cn(C)nc3C2)cc(C(=O)NCc2cccnc2N2CC[C@@H](O)C2)n1C |a:30|,6.25,0.6,
Cc1c(S(=O)(=O)N2Cc3cn(C)nc3C2)cc(C(=O)NCc2cccnc2N2CC[C@H](O)C2)n1C |a:30|,6.25,1.9,
Cc1c(S(=O)(=O)N2Cc3cnn(C)c3C2)cc(C(=O)NCc2cccnc2N2CC[C@@H](O)C2)n1C |a:30|,0.0838,8.3,
Cc1c(S(=O)(=O)N2Cc3cnn(C)c3C2)cc(C(=O)NCc2cccnc2N2CC[C@H](O)C2)n1C |a:30|,0.0538,8.5,
Cc1c(S(=O)(=O)N2CCc3cnn(C)c3C2)cc(C(=O)NCc2cccnc2N2CCCC2)n1C,0.0222,10.1,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccc3oc(=O)n(C)c23)n1C,0.0119,11.3,
Cc1c(S(=O)(=O)N2CCc3cn(C)nc3C2)cc(C(=O)NCc2cccnc2N2CCCC2)n1C,6.25,2.2,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2ccccc2C2CCCN2C)n1C,0.526,4.7,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)cccc2N2CC(O)C(F)C2)n1C,0.0024,14.2,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccc3c2CCC(=O)O3)n1C,6.25,1.1,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccc3c2CCCO3)n1C,0.00745,12,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2ccccc2-c2nnn[nH]2)n1C,0.028,9.5,
Cc1c(S(=O)(=O)n2ncc3ccccc32)cc(C(=O)NCc2c(F)ccnc2N2CCCC2)n1C,0.018,4.2,
Cc1c(S(=O)(=O)N2CCc3n[nH]cc3C2)cc(C(=O)NCc2c(F)cccc2N2CCCC2)n1C,0.00039,20.15,0.0435
CC(=O)N1CCN(S(=O)(=O)c2cc(C(=O)NCc3cccnc3N3CCCC3)n(C)c2C)CC1,1.85,1.25,
Cc1c(S(=O)(=O)N2CCc3n[nH]cc3C2)cc(C(=O)NCc2cccc3ccoc23)n1C,0.00128,15,
Cc1c(S(=O)(=O)N2CCc3n[nH]cc3C2)cc(C(=O)NCc2c(F)ccc3cnn(C)c23)n1C,0.00025,23.7,0.0087
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)ccc3cnn(C)c23)n1CCO,0.00249,13.2,>1
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccc3c2CC(C)(C)O3)n1C,0.0431,9.2,
Cc1c(S(=O)(=O)N2CCn3c(cnc3CO)C2)cc(C(=O)NCc2cccnc2N2CCC(O)C2)n1C,0.938,2.5,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccc3ncnn23)n1C,0.501,6,
Cc1c(S(=O)(=O)N2CCc3cncn3CC2)cc(C(=O)NCc2cccnc2N2CCCC2)n1C,6.25,1.5,
Cc1noc(C)c1-c1cccc(CNC(=O)c2cc(S(=O)(=O)N3CCn4nccc4C3)c(C)n2C)c1,0.0296,11.1,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2ccccc2C2CCCN2)n1C,2.4,2.8,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2ccccc2Cc2cn[nH]c2)n1C,0.0445,9,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccnc2CN(C)C)n1C,6.25,2.8,
Cc1c(S(=O)(=O)N2CCn3c(cnc3C(N)=O)C2)cc(C(=O)NCc2cccnc2N2CCC(O)C2)n1C,6.25,1.7,
C=CC(=O)Nc1cccc(CNC(=O)c2cc(S(=O)(=O)N3CCn4nccc4C3)c(C)n2C)c1,0.0386,9.1,
C=CC(=O)Nc1ccccc1CNC(=O)c1cc(S(=O)(=O)N2CCn3nccc3C2)c(C)n1C,0.241,6.2,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2ccc(CN)cc2)n1C,6.25,0.8,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2nccc3c2CCO3)n1C,0.551,5.9,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccc3c2ncn3C)n1C,0.122,9.4,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2nccn3ccnc23)n1C,1.76,3.4,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccc(NC(=O)CCl)c2)n1C,0.0429,9.4,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2ccc(CNC(=O)CCl)cc2)n1C,6.25,2.8,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)Nc2cccc(CN)c2)n1C,6.25,1.3,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2cccc(CNC(=O)CCl)c2)n1C,6.25,4.5,
Cc1c(S(=O)(=O)N2CCc3n[nH]cc3C2)cc(C(=O)NCc2cccc3ncn(C)c23)n1C,0.00112,20.9,0.0487
CC(=O)N1CCC(NC(=O)c2cc(S(=O)(=O)N3CCn4nccc4C3)c(C)n2C)CC1,6.25,1.3,
Cc1c(S(=O)(=O)N2CCn3c(cnc3C(F)F)C2)cc(C(=O)NCc2cccnc2N2CCC(O)C2)n1C,0.52,5.1,
Cc1c(S(=O)(=O)N2CCc3[nH][nH]c(=O)c3C2)cc(C(=O)NCc2cccnc2N2CCCC2)n1C,0.209,7.4,
Cc1n[nH]c2c1CN(S(=O)(=O)c1cc(C(=O)NCc3cccc4cnn(C)c34)n(C)c1C)C2,0.0381,11.2,
Cc1c(S(=O)(=O)N2CCC(C)CC2)cc(C(=O)NCc2c(F)ccc3cnn(C)c23)n1C,0.0058,12.8,>1
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)ccc3ncn(C)c23)n1C,0.00107,17,0.085
Cc1c(S(=O)(=O)N2Cc3ccnn3C(C)C2)cc(C(=O)NCc2cccc3cnn(C)c23)n1C,0.00339,14.6,1
Cc1c(S(=O)(=O)N2CCn3cnc(C(=O)O)c3C2)cc(C(=O)NCc2cccnc2N2CCC(O)C2)n1C,6.25,1.5,
CCn1c(C(=O)NCc2c(F)ccc3cnn(C)c23)cc(S(=O)(=O)N2CCn3nccc3C2)c1C,0.00165,16.9,0.15
"Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)N[C@H]2Cc3ccccc3C[C@@H]2O)n1C |a:20,29|",4.15,5.8,
"Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)N[C@@H]2Cc3ccccc3C[C@H]2O)n1C |a:20,29|",0.427,8.5,
Cc1c(S(=O)(=O)N2CCc3[nH]nc(C(=O)N(C)C)c3C2)cc(C(=O)NCc2cccnc2N2CCCC2)n1C,6.25,1.7,
Cc1c(S(=O)(=O)N2CCC(C(F)F)CC2)cc(C(=O)NCc2c(F)ccc3cnn(C)c23)n1C,0.00601,10.2,>1
Cc1c(S(=O)(=O)N2Cc3c[nH]nc3C(F)(F)C2)cc(C(=O)NCc2cccc3cnn(C)c23)n1C,0.00287,15.2,0.504
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NC2CCN(C(C)C)c3ccccc32)n1C,0.339,6.9,
Cc1c(S(=O)(=O)N2CCC(C(F)(F)F)CC2)cc(C(=O)NCc2c(F)ccc3cnn(C)c23)n1C,0.00191,11.2,>1
Cc1c(S(=O)(=O)N2Cc3c[nH]nc3C(C)C2)cc(C(=O)NCc2cccc3cnn(C)c23)n1C,0.000773,21,0.021
Cc1c(S(=O)(=O)N2Cc3c[nH]nc3C(CO)C2)cc(C(=O)NCc2cccc3cnn(C)c23)n1C,0.00439,13.2,>1
Cc1c(S(=O)(=O)N2Cc3cn[nH]c3C2)cc(C(=O)NCc2c(F)ccc3cnn(C)c23)n1C,0.00263,15.2,0.349
Cc1c(S(=O)(=O)N2CCc3ocnc3C2)cc(C(=O)NCc2cccnc2N2CCCC2)n1C,6.25,5.8,
Cc1c(S(=O)(=O)N2CCn3nccc3C2)cc(C(=O)NCc2c(F)ccc3c2OCO3)n1C,0.0101,12.2,
Cc1c(S(=O)(=O)N2CCc3n[nH]cc3C2)cc(C(=O)NCc2c(F)ccc3c2CCO3)n1C,0.00035,18.9,0.0159
Cc1c(S(=O)(=O)N2CCc3n[nH]cc3C2)cc(C(=O)NCc2cccc3cnn(C)c23)n1C,0.000179,18.43,0.0179
Cc1c(S(=O)(=O)N2CCc3n[nH]cc3C2)cc(C(=O)NCc2c(F)ccc3occc23)n1C,0.000126,19.98,0.018